Title,Author,Price,Language,Publish Year,Publisher,Weight,Description,Image URL,Detail URL
Cuộc Đời Vô Vị Thế Phải Yêu Em,Oscar Wilde,"57,600₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/tai_xuong_ed3d9f71cf494df7b64fbaef6fb1bfb7_master.jpg,https://www.vinabook.com/products/cuoc-doi-vo-vi-the-phai-yeu-em
Sống Như Cây Rừng,Oscar Wilde,"18,600₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/2021_09_08_09_05_30_1-390x510_b8d6b437503546a79b253000aacbf7c4_master.jpg,https://www.vinabook.com/products/song-nhu-cay-rung
Vương Bất Kiến Vương - Tập 3,Oscar Wilde,"29,400₫",Tiếng Việt,2023,Văn Học,460,"Vương Bất Kiến Vương - Tập 3Sau khi vụ án Câu Hồn Ngọc kết thúc, văn phòng thám tử Vạn Năng tiếp nhận thêm vài vụ bắt chó bắt mèo bắt gian phu dâm phụ linh tinh… Vào lúc Tô Duy quyết định chuyên tâm chuẩn bị ăn mừng lễ Giáng Sinh thì vợ chưa cưới cũ của Thẩm Ngọc Thư cùng một cô gái tên Lý Tuệ Lan tìm tới, nhờ bọn họ tiếp nhận một vụ thoạt nghe vô cùng mới mẻ - bắt ma.Rất thú vị!Đêm đó hai người phục trong căn nhà ma ám ở khu tô giới Pháp, không bắt được quỷ âm, mà lại tóm được quỷ đầu đen.  Một vụ án mạng đã xảy ra. Nghi phạm là Jacques, nạn nhân lại là vợ của trưởng bộ phận tài vụ của phòng cảnh sát Tôn Hàm, thế nhưng Jacques một mực phủ nhận tội ác, cũng không hề có một động cơ gây án nào.Xem ra, văn phòng thám tử Vạn Năng không ra tay là không được rồi!",https://product.hstatic.net/200000845405/product/2021_06_16_11_08_00_1-390x510_c6167b5831924c75aae06a65e369aed7_master.jpg,https://www.vinabook.com/products/vuong-bat-kien-vuong-tap-3
Yêu Em Tới Tận Thế Á,Oscar Wilde,"76,000₫",Tiếng Việt,2023,Văn Học,460,"Yêu Em Tới Tận Thế ÁChào mừng bạn bước vào thế giới diệu kỳ của con chữ trong “Yêu em tới tận thế á”!“Nay đã là MondayMai sẽ là TuesdayVậy thì khi nàotôi mới đượcBenanhday?”Với những câu từ chơi chữ ngắn gọn mà tràn ngập sự đáng yêu và tinh nghịch - cực hợp gu Gen Z, “Yêu em tới tận thế á” sẽ là nơi bạn được hòa mình vào mật ngọt của tình yêu tuổi thanh xuân, đầy ngây ngô nhưng không kém phần nhiệt huyết. Để rồi bạn nhận ra thanh xuân thực sự là một quãng thời gian tuyệt đẹp nhưng quá ngắn ngủi, dễ dàng biến mất vào một ngày nào đó không xa. Vì vậy, hãy yêu mến những người tốt với bạn và ""quên luôn"" mấy ai không biết trân quý bạn nhé!Cuốn sách nhỏ “Yêu em tới tận thế á” chính là một chiếc hộp phép thuật được tác giả Đỗ Đức Hồng Đăng khéo léo bỏ vào một chút ngọt ngào, một chút hài hước và thật nhiều tâm huyết cùng cả sự sáng tạo đậm chất riêng. Tất cả tạo nên một cuốn sách thật “phong cách”, đầy trẻ trung và thú vị! Cuốn sách không chỉ là câu chuyện về tình yêu, mà còn là liều thuốc tinh thần cực ""chill"" dành cho những trái tim trẻ, đã yêu hết mình và luôn tích cực sống.Mong rằng qua từng câu chữ nhí nhảnh và ấm áp, cuốn sách sẽ thắp lên nguồn năng lượng tích cực và khơi dậy niềm tin sâu sắc vào tình yêu trong bạn. Cùng bạn trải nghiệm mọi cung bậc cảm xúc với sự lạc quan, vui vẻ và ""lên mood"" yêu đời, chẳng màng lo âu.Hy vọng những câu chữ trong “Yêu em tới tận thế á” sẽ trở thành những niềm vui nhỏ bé, nhưng chân thành trong hành trình thanh xuân của bạn!",https://product.hstatic.net/200000845405/product/bi_1_yeu_em_7b0b5d28b8264604aa08cfc1d65699ae_master.png,https://www.vinabook.com/products/yeu-em-toi-tan-the-a
Thưa Ngoại Con Mới Về,Oscar Wilde,"84,000₫",Tiếng Việt,23/10/2024,Văn Học,460,"THƯA NGOẠI CON MỚI VỀ“Trong những tháng ngày lớn lên, có ai đó đã an ủi tôi rằng: “Khi rời đi, người thương của bạn sẽ hóa thành một vì sao lấp lánh.” Ngày ấy tôi không thích lời an ủi đó lắm, vì tôi chẳng thể tìm được vì sao nào trên bầu trời thành phố nơi tôi sống, dù đêm đó trăng có sáng hay không. Mãi sau này tôi mới hiểu, có những vì sao không mọc trên bầu trời, không thể nhìn bằng mắt thường, không thể chụp bằng điện thoại, bởi vì những vì sao ấy mọc ở trong tim.”Đó là những dòng viết đầy xúc động trong cuốn sách mới nhất của tác giả Lam - “Thưa ngoại con mới về”, một cuốn sách viết về những điều giản dị mà thiêng liêng, về ông bà, gia đình - nơi lưu giữ những yêu thương nguyên sơ và bình yên nhất.Nếu như ""Trốn lên mái nhà để khóc"" đã từng chạm đến trái tim HÀNG VẠN ĐỘC GIẢ bằng cách tiếp thêm cho chúng ta can đảm để đối mặt với những tổn thương, thì “Thưa ngoại con mới về” sẽ nhẹ nhàng nắm tay bạn, đưa bạn trở về với miền ký ức êm đềm của tuổi thơ. Nơi có mùi hương ấm áp của ông bà, của những bữa cơm gia đình, của tiếng cười giòn tan bên bếp lửa hồng. Nơi mà có lẽ, mỗi chúng ta đều vô tình lãng quên khi bị cuốn đi theo dòng chảy xô bồ của thời gian, hoặc buộc phải rời xa khi “làm một người trưởng thành”.Xuyên suốt 216 trang tản văn, Lam dệt nên những cung bậc cảm xúc vừa gần gũi, vừa lắng đọng về ông bà, gia đình. Từng câu chữ như thấm đẫm vị ngọt ngào của kẹo đường tuổi thơ, lại phảng phất đâu đó vị mặn mòi của những giọt nước mắt chia ly. Đọc “Thưa ngoại con mới về”, ta chợt nhận ra rằng thời gian có thể làm lu mờ nét mặt người thân yêu, nhưng những kỷ niệm quý giá về gia đình thì vẫn luôn vẹn nguyên trong tim mỗi người, như những vì sao lấp lánh, soi sáng cho ta trên mọi nẻo đường đời.  “nếu như con biết trướcrằng sẽ có một ngàycon sẽ lạc mãi mãihơi ấm một bàn taycon sẽ ôm chầm lấynức nở trong lòng bàđể thời gian chẳng thểmang bà của con xa.”“Thưa ngoại con mới về” mang sự nhẹ nhàng của hương vị tình thân qua từng bữa cơm cùng ông bà buổi chiều hè, hương khói căn bếp ló rạng trong lòng bạn, mang mọi phiền muộn của bạn đi xa như một giấc ngủ êm. Để trên hành trình trưởng thành, nếu có cô đơn, lạc lối, bạn vẫn có những hạnh phúc tuổi thơ nhỏ xinh làm điểm tựa, nâng đỡ đôi chân bạn bước đi chậm rãi tận hưởng mộng ước tuổi trẻ, xoa dịu bao nỗi buồn cuộn trào nơi lồng ngực, đập tan cơn nức nở và vỡ òa của những đêm tối trong phòng trọ nơi xa…“Thưa ngoại con mới về” tựa như chiếc rương ký ức nhỏ trong trái tim bạn, ghi lại những hoài niệm đẹp đẽ, đồng thời cũng là người bạn đồng hành để chúng ta tiếp tục bước đi đến tương lai. Đồng thời cuốn sách cũng là một nốt trầm để nhắc ta có thể dừng lại một chút, lắng nghe tiếng lòng mình, để biết trân trọng hơn những giá trị bình dị mà thiêng liêng của hai chữ “gia đình”. Sau khi khép lại cuốn sách này của Lam, mong bạn nhẹ nhàng bước tiếp hành trình trở thành “người lớn” hạnh phúc của mình, vì những người bạn yêu quý luôn ở bên cạnh bạn không bao giờ rời xa!",https://product.hstatic.net/200000845405/product/bia_1_f778597bccfe458d91515106225f9b7d_master.jpg,https://www.vinabook.com/products/thua-ngoai-con-moi-ve
Điểm Rơi Nơi Đáy Mắt,Oscar Wilde,"84,000₫",Tiếng Việt,2023,Văn Học,460,"Điểm Rơi Nơi Đáy Mắt“Điểm rơi nơi đáy mắt” chứa đựng những lời thơ và câu văn đầy bất lực day dứt về một tuổi trẻ bị phủ bởi những vết xước mà cuộc sống này đem lại. Cuốn sách tựa sợi dây níu kéo bạn lại với thế giới này, tựa chiếc ôm ấm áp, đầy dịu dàng và thấu hiểu ôm lấy bạn nếu bạn đang:có những ngày mọi thứ làm bạn phát điên lên dù chỉ là một việc nhỏ;có những ngày bạn muốn chết quách đi cho rồi;có những ngày bạn sống mà ngỡ như đã chết;có những ngày bạn bị vùi lấp trong những cơn đau,...Dù có những lúc bạn không thấy ánh sáng cuối con đường, nhưng hy vọng vẫn luôn tồn tại. Đó là lý do vì sao bạn vẫn đang ở đây, vẫn tiếp tục tiến lên. Mọi thứ có thể thay đổi, có thể tốt đẹp hơn. Điều quan trọng là bạn không từ bỏ. Bạn xứng đáng có một tương lai tươi sáng hơn.Hãy nhớ rằng, bạn không cô đơn trong cuộc chiến này. Bạn là một phần quan trọng của thế giới, và thế giới cần bạn. Dù con đường có gập ghềnh, nhưng phía trước luôn có hy vọng, và bạn xứng đáng có được một cuộc sống trọn vẹn và hạnh phúc.“mong nhiều đêm cậu sẽ thôi thức trắngcó một giấc ngủ ngon và yên lànhmong mọi ngày bầu trời đều trong xanhđể gió mang dịu dàng hôn mái tóccó những ngày chỉ mong cậu bật khóccho gò má ướt đẫm mắt đỏ hoeđể tầm nhìn đôi mắt nhỏ bị nhòekhông thấy những đớn đau của thế giớicậu hãy mang nỗi buồn đi kí gửivào làn gió hay làn nước dịu êmvào góc khuất cây lá phía ngoài thềmhay nén vào thốt ra bằng lời nói…”",https://product.hstatic.net/200000845405/product/bia-diem-roi-noi-day-mat-gui-in-1_62386f72e2664a3c9678e161bb6ecd14_master.jpg,https://www.vinabook.com/products/diem-roi-noi-day-mat
"Nếu Một Mai Thức Dậy, Ta Nhỏ Lại Xíu Xiu",Oscar Wilde,"100,000₫",Tiếng Việt,2023,Văn Học,460,"Nếu Một Mai Thức Dậy, Ta Nhỏ Lại Xíu XiuGiacomo Leopardi từng nói: ""Trẻ con tìm thấy tất cả ở nơi chẳng có gì; còn người lớn chẳng tìm được gì trong tất cả."". Giữa những chênh vênh của ngày sống, có bao giờ bạn nhớ về tuổi thơ? Ngày thơ bé ấy giấu đi tất cả những khoảnh khắc hạnh phúc, vô tư và hồn nhiên nhất của đời người. Nếu bỗng một ngày bạn muốn mơ giấc mơ ngày bé, thì Nếu một mai thức dậy, ta nhỏ lại xíu xiu ở đây để cùng bạn nhấn nút quay ngược thời gian.Nếu một mai thức dậy, ta nhỏ lại xíu xiu là một cuốn sách không chứa nhiều câu từ, nhưng mỗi trang sách phủ đầy những phác họa gợi lên hình ảnh tuổi thơ, đang chờ bạn “tô tô vẽ vẽ”. Mỗi nét vẽ là một sợi dây kéo bạn về gần với ngày thơ ấu, nhắc bạn nhớ những niềm vui nho nhỏ đã bị thời gian và sự khắc nghiệt của cuộc sống chôn vùi từ rất lâu.Nếu một mai thức dậyTa nhỏ lại xíu xiuĐể thấy đời rộng dàiĐể thấy lòng thênh thangĐể mơ lại giấc mơ ngày béCho mình cơ hội lần thứ hai.Giữa những bộn bề, bế tắc thậm chí là thương đau của người trưởng thành, hy vọng 104 trang sách Nếu một mai thức dậy, ta nhỏ lại xíu xiu phần nào giúp tua lại thước phim tuổi thơ và lật mở từng mảng ký ức tươi đẹp của ngày thơ ấu, để bạn tìm lại những giá trị đã nuôi dưỡng bản thân, để thắp lên trong bạn niềm tin từ lâu đã bị vùi dập và để bạn nhớ rằng trên đời này có vô vàn niềm vui nhỏ xíu xiu, không hề bóng bẩy nhưng lại khắc lên nụ cười đẹp nhất trên môi người.Hạnh phúc ngày còn bé không hề bóng bẩy.Vậy tại sao bây giờ ta lại đòi hỏi hạnh phúc phải nguyên vẹn?Hãy yêu thương thật nhiều, sống thật trọn vẹn,Cho đi khi có thể, và đừng quên biết ơn dẫu có trong nghịch cảnh.Về tác giả:Ông Thị Thảo Hân (Bút danh: Doris Ong)Vẽ và sáng tác truyện tranh cho thiếu nhi, đặc biệt là truyện Kinh Thánh.Bên cạnh đó, Doris còn hay vẽ những mẩu truyện ngắn về đời thường.Sách đã phát hành: Bình an giữa những ngổn ngang",https://product.hstatic.net/200000845405/product/_n_u-m_t-mai_-b_a-1_63747abba97c40deab46a8e9ef4b2b73_master.jpg,https://www.vinabook.com/products/neu-mot-mai-thuc-day-ta-nho-lai-xiu-xiu
Nụ Hôn Dưới Vòm Cây,Oscar Wilde,"67,500₫",Tiếng Việt,2023,Văn Học,460,"Nụ Hôn Dưới Vòm CâyPhóng viên trẻ Hải Đường là một chàng trai sôi nổi, nhiệt huyết. Khi lần theo dấu tích những người bạn xưa của bà ngoại, anh đã tình cờ phát hiện một câu chuyện bi hùng và đẹp đẽ của những người lớn lên trong thời chiến. Họ đã sống, yêu thương, và dành những năm tháng thanh xuân rực rỡ nhất cho đất nước, trong cuộc chiến tranh vệ quốc vĩ đại.Sát cánh cùng Hải Đường là Sương Mai, cô bé phóng viên tập sự tuổi teen. Tài năng và cá tính, cô cũng gây ra lắm phen dở khóc dở cười với những người bạn cũng rất nghịch ngợm “nhất quỷ nhì ma thứ ba học trò” của mình.Tác giả Nguyễn Khắc Cường từng nhận giải B Giải thưởng Sách Quốc gia năm 2023 với tác phẩm Joni mặt tịt và đồng bọn tinh nghịch. Một cuốn khác của anh - Kho báu trong thành phố - nằm trong top 10 chung khảo Giải thưởng Dế mèn lần 5 –2024. Nụ hôn dưới vòm cây vẫn giữ lối viết quen thuộc của anh: Tinh tế, hóm hỉnh, lồng ghép khéo léo những hình ảnh về tuổi teen ngày nay nhờ khả năng quan sát và kể chuyện tài tình, và truyền tải một thông điệp sống tích cực.",https://product.hstatic.net/200000845405/product/8934974204732_0669a6fcdfc947c882ca9a6752d3da02_master.jpg,https://www.vinabook.com/products/nu-hon-duoi-vom-cay
Ký Ức Đông Dương,Oscar Wilde,"57,000₫",Tiếng Việt,2023,Văn Học,460,"Ký Ức Đông DươngKý Ức Đông Dương là tập bút ký của nhà văn Tô Hoài viết về con người và đất nước láng giềng gần gũi của nhân dân Việt Nam. Đó là đất nước múa lăm vông Lào với những con người hiền hòa mến khách. Đó là đất nước Campuchia vừa thoát khỏi nạn diệt chủng, đang xây dựng lại cuộc sống mới. Với bút ký, nhà văn Tô Hoài đã thể hiện nhãn quan sắc sảo, vốn hiểu biết sâu rộng về văn hóa và tình yêu đằm thắm với mảnh đất và con người nơi đây.“Tô Hoài đã viết hàng chục tập du ký. Chú Dế Mèn đã mở những trang phiêu lưu ký đến khắp các miền đất nước, sang láng giềng Lào, Campuchia, sang các nước Âu Mỹ, Á Phi, mà đỉnh cao là cảnh núi Kilimangierô, nơi Dế Mèn đã phiêu lưu đến năm 1989… Du ký của Tô Hoài ăm ắp tình người và lúc nào cũng đăm đắm lòng quê.”.- Nhà phê bình ĐẶNG TIẾN---TÔ HOÀI (1920-2014)Nhà văn Tô Hoài tên thật là Nguyễn Sen.Sinh ngày 27 tháng 9 năm 1920 tại Nghĩa Đô, Từ Liêm, Hà Nội.Ông tham gia cách mạng từ trước 1945 trong Hội Ái hữu Công nhân, Hội Văn hóa Cứu quốc.Ông từng làm phóng viên rồi làm Chủ nhiệm báo Cứu quốc Việt Bắc. Năm 1957-1958 ông làm Tổng Thư ký Hội Nhà văn Việt Nam, sau đó làm Phó Tổng Thư ký trong nhiều năm. Từ 1986-1996 ông làm Chủ tịch Hội Văn nghệ Hà Nội.Ông viết hơn trăm tác phẩm với nhiều thể loại khác nhau: bút ký, truyện ngắn, tiểu thuyết, kịch bản phim, chân dung, tiểu luận… Tác phẩm được nhiều thế hệ độc giả yêu thích nhất là tập truyện thiếu nhi Dế Mèn phiêu lưu ký. Ông mất ngày 6 tháng 7 năm 2014 tại Hà Nội.Giải thưởng:• Giải nhất Tiểu thuyết của Hội Văn nghệ Việt Nam, 1956 (tiểu thuyết Truyện Tây Bắc).• Giải thưởng của Hội Nhà văn Á - Phi, 1970 (tiểu thuyết Miền Tây).• Giải A Giải thưởng Hội Văn nghệ Hà Nội, 1980 (tiểu thuyết Quê nhà).• Giải thưởng Hồ Chí Minh về Văn học - Nghệ thuật đợt 1 năm 1996.Các tác phẩm chính:• Dế Mèn phiêu lưu ký (truyện dài, 1941)• Giăng thề (tập truyện ngắn, 1942)• O chuột (tập truyện ngắn, 1942)• Quê người (tiểu thuyết, 1942)• Truyện Tây Bắc (tập truyện, 1953)• Mười năm (tiểu thuyết, 1958)• Tuổi trẻ Hoàng Văn Thụ (tiểu thuyết, 1971)• Sổ tay viết văn: những chia sẻ về kinh nghiệm cầm bút (1977)• Tự truyện (1978)• Quê nhà (tiểu thuyết, 1980)• Cát bụi chân ai (hồi ký, 1992)• Chuyện cũ Hà Nội (ký sự, 1998)• Chiều chiều (tiểu thuyết, 1999)• Truyện Nỏ thần (truyện thiếu nhi, 2003)• Ba người khác (tiểu thuyết, 2006)• Đảo hoang (tiểu thuyết, 2011)• Nhà Chử (truyện thiếu nhi, 2012)",https://product.hstatic.net/200000845405/product/ky_uc_dong_duong_bia_2e1f8806f9bc4ff48b20c14fd320f99e_master.jpg,https://www.vinabook.com/products/ky-uc-dong-duong
Sydney Yêu Thương,Oscar Wilde,"12,600₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/sydney-yeu-thuong_bfc130ba8c4446be8b2085a337983944_master.jpg,https://www.vinabook.com/products/sydney-yeu-thuong
Tam Quốc Lầy Lội Diễn Nghĩa - Tập 2,Oscar Wilde,"167,400₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/8935235242180_b7b9f36c2e8743f3991ecb2d061bdfa7_master.jpg,https://www.vinabook.com/products/tam-quoc-lay-loi-dien-nghia-tap-2
Đến Cuối Ngày Ai Cũng Cần Một Điều Để Tin,Oscar Wilde,"100,800₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/bia_1_da80623888af4e48a27b8f8fcc7984c8_master.png,https://www.vinabook.com/products/den-cuoi-ngay-ai-cung-can-mot-dieu-de-tin
Vỡ Đê - Vũ Trọng Phụng,Oscar Wilde,"81,000₫",Tiếng Việt,2023,Văn Học,460,,https://product.hstatic.net/200000845405/product/2024_06_11_10_32_42_1-390x510_a42f299ff3e744818eb62b983e5d1692_master.jpg,https://www.vinabook.com/products/vo-de-vu-trong-phung
Sống Mòn - Nam Cao,Oscar Wilde,"81,000₫",Tiếng Việt,2023,Văn Học,460,"Sống MònNhà văn Nam Cao (1915-1951) là một nhà văn lớn của nền văn xuôi hiện đại Việt Nam. Với quan điểm nghệ thuật vị nhân sinh luôn là ngọn đèn soi sáng trong những sáng tác văn chương của ông, những tác phẩm của Nam Cao đều tập trung vào đối tượng người nông dân nghèo và tầng lớp trí thức nghèo và tái hiện chân thực xã hội lúc bấy giờ; đồng thời đi sâu vào nội tâm nhân vật, từ đó làm nổi bật lên giá trị hiện thực và nhân đạo sâu sắc.Sống Mòn là tiểu thuyết được sáng tác vào năm 1944, tiểu thuyết kể về nhân vật Thứ, một chàng trí thức nghèo mang nhiều hoài bão nhưng cái nghèo đói đã bủa vây và vùi dập cuộc đời của Thứ và những thân phận khác; chính cái nghèo cũng là thứ khiến tâm hồn họ chết mòn từng ngày. Đọc Sống mòn người ta cảm nhận được sự ảm đạm, ngột ngạt của cái nghèo đói và nghẹn ngào với những kiếp người bất hạnh.“Bản tính cốt yếu của sự sống chính là cảm giác và tư tưởng. Cảm giác càng mạnh, càng linh diệu, tư tưởng càng dồi dào, càng sâu sắc, càng sáng suốt thì sự sống càng cao.”",https://product.hstatic.net/200000845405/product/2024_06_10_16_12_48_1-390x510_77d8bd938f8c4a1bb16a656a383c82b3_master.jpg,https://www.vinabook.com/products/song-mon-nam-cao
Làm Đĩ - Vũ Trọng Phụng,Oscar Wilde,"76,500₫",Tiếng Việt,2023,Văn Học,460,,https://product.hstatic.net/200000845405/product/2024_06_11_10_32_42_1-390x510_8e7ab0f84db44f379c0f99aaf97c8277_master.jpg,https://www.vinabook.com/products/lam-di-vu-trong-phung
"Tục Ngữ, Ca Dao, Dân Ca Việt Nam",Oscar Wilde,"99,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/8935236431750_2203009880484ddab064c81ae749be80_master.jpg,https://www.vinabook.com/products/tuc-ngu-ca-dao-dan-ca-viet-nam
Ai Cũng Cần Kết Thúc Để Lại Bắt Đầu,Oscar Wilde,"81,000₫",Tiếng Việt,19/07/2024,Văn Học,460,null,https://product.hstatic.net/200000845405/product/ai3_7fb78536f0364c8eaac86934f5877111_master.png,https://www.vinabook.com/products/ai-cung-can-ket-thuc-de-lai-bat-dau
Những Trái Ngang Nhỏ Xíu,Oscar Wilde,"80,100₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/_nh_ng-tr_i-ngang-nh_-x_u_-b_a-1-1_bcdebf7f309d4f0f88ddf314e24c2f65_master.jpg,https://www.vinabook.com/products/nhung-trai-ngang-nho-xiu
Tam Quốc Lầy Lội Diễn Nghĩa Tập 1,Oscar Wilde,"170,100₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/upload_d83425cda83549e1a7daef058a1f23a4_master.jpg,https://www.vinabook.com/products/tam-quoc-lay-loi-dien-nghia-1
Lều Chõng,Oscar Wilde,"81,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/8936067604955_1600bf842e2a482c9076103b36d36fe9_master.jpg,https://www.vinabook.com/products/leu-chong
Vợ Nhặt,Oscar Wilde,"54,000₫",Tiếng Việt,2023,Văn Học,460,"Vợ Nhặt (Tái Bản 2022)Kim Lân tên thật là Nguyễn Văn Tài, sinh ngày 1 tháng 8 năm 1920.Ông quê ở làng Phù Lưu, xã Tân Hồng, huyện Từ Sơn (nay là làng Phù Lưu, phường Đông Ngàn, thị xã Từ Sơn), tỉnh Bắc Ninh. Do hoàn cảnh gia đình khó khăn, ông chỉ được học hết bậc tiểu học rồi phải đi làm. Kim Lân bắt đầu viết truyện ngắn từ năm 1941. Một số truyện (Vợ nhặt, Đứa con người vợ lẽ,...) mang tính chất tự truyện nhưng đã thể hiện được không khí tiêu điều, ảm đạm của nông thôn Việt Nam và cuộc sống lam lũ, vất vả của người nông dân thời kì đó.Sau Cách Mạng tháng Tám, Kim Lân tiếp tục làm báo, viết văn. Ông vẫn chuyên về truyện ngắn và vẫn viết về làng quê Việt Nam - mảng hiện thực mà từ lâu ông đã hiểu biết sâu sắc. Những tác phẩm chính: Nên vợ nên chồng (tập truyện ngắn, 1955), Con chó xấu xí (tập truyện ngắn, 1962).Tập truyện ngắn “Vợ nhặt” tập hợp những truyện ngắn đặc sắc nhất của Kim Lân – một cây bút truyện ngắn vững vàng, viết về cuộc sống và con người ở nông thôn bằng tình cảm, tâm hồn của một người vốn là con đẻ của đồng ruộng.",https://product.hstatic.net/200000845405/product/8936067604832_391ab69a25554ded8afae2d6d4569450_master.jpg,https://www.vinabook.com/products/vo-nhat
Văn Nhân Việt Nam 1930-1945 (Tiểu Thuyết),Oscar Wilde,"316,800₫",Tiếng Việt,2023,Văn Học,460,"Văn Nhân Việt Nam 1930-1945 (Tiểu Thuyết)Combo Văn Nhân Việt Nam giới thiệu đến bạn đọc các tác phẩm tiêu biểu của 4 nhà văn nổi tiếng của Văn học Việt Nam giao đoạn 1930 - 1945: Vũ Trọng Phụng, Ngô Tất Tố, Nam Cao, Nguyên Hồng.Combo Văn Nhân Việt Nam (Trọn Bộ 7 Cuốn) gồm:Văn Nhân Việt Nam - Ngô Tất Tố - Lều ChõngVăn Nhân Việt Nam - Vũ Trọng Phụng - Làm ĐĩVăn Nhân Việt Nam - Nguyên Hồng - Bỉ VỏVăn Nhân Việt Nam - Số Đỏ - Vũ Trọng PhụngVăn Nhân Việt Nam - Tắt Đèn - Ngô Tất TốVăn Nhân Việt Nam - Sống Mòn - Nam CaoVăn Nhân Việt Nam - Vũ Trọng Phụng - Giông Tố.",https://product.hstatic.net/200000845405/product/8936067596489_010974a13c494bedb7dc8899e884cd34_master.jpg,https://www.vinabook.com/products/van-nhan-viet-nam-1930-1945-tieu-thuyet
Tuyển Tập Kim Lân,Oscar Wilde,"76,500₫",Tiếng Việt,2023,Văn Học,460,"Tuyển Tập Kim LânNhà văn Kim Lân tên thật là Nguyễn Văn Tài, sinh ngày 1 tháng 8 năm 1921 (28 tháng 6 Tân Dậu), tại xã Phù Lưu, huyện Từ Sơn (nay là Tiên Sơn), tỉnh Bắc Ninh. Nhà nghèo, hồi nhỏ cậu bé Tài chỉ học đến lớp Nhất, rồi phải đi phụ việc cho các thợ đàn anh (sơn guốc, khắc tranh bình phong) để giúp gia đình kiếm sống.     Nhờ chịu khó quan sát và suy ngẫm, lại có dịp đi đến nhiều làng xã trong vùng, nên từ hồi còn ít tuổi, ông đã có vốn hiểu biết khá dày dặn về những phong tục tập quán và tinh hoa văn hóa dân gian trong cuộc sống ở vùng Kinh Bắc quê hương ông, chuẩn bị tốt để ông trở thành nhà văn sau này với những trang đặc sắc về phong tục nông thôn Việt Nam và cả trong những bước cách mạng chuyển mình.Đầu những năm 40, trên các báo Tiểu thuyết thứ Bảy và Trung Bắc Chủ nhật, ông đã có một số truyện được đăng với tên mới là Kim Lân trong lúc còn là anh thợ sơn guốc. Ở loạt truyện này, chủ yếu Kim Lân kể lại những cảnh đời cơ khổ và một số sinh hoạt văn hóa phong phú ở thôn quê (chọi gà, thả chim, đấu võ, đánh vật). Giữa cuộc sống nhọc nhằn đầy bức xúc, những trang văn ấy giúp người đọc nhận biết: sau lũy tre xanh từ bao đời nay, người nông dân sống lam lũ, cần cù, hai sương một nắng, nhưng tháng ba ngày tám và những buổi sang xuân, vẫn tổ chức những trò vui, qua đó, thể hiện sự thông minh, tài hoa, một tâm hồn tươi sáng, lành mạnh, yêu đời; những phong tục đất lề quê thói của người Phù Lưu - Chợ Giầu coi trọng lễ hội và nhân tình.     Kim Lân theo cách mạng từ năm 1944 trong Hội Văn hóa cứu quốc. Cuộc kháng chiến chống thực dân Pháp bùng nổ, ông trở thành phóng viên các báo của lực lượng vũ trang cách mạng như Chi Lăng, Xông pha, Dân quân Việt Bắc; và từ năm 1948 làm việc tại Hội Văn nghệ Việt Nam. Thời gian này ông đã viết được truyện ngắn Làng, đánh dấu một bước chuyển của văn xuôi nước ta trên đường kháng chiến. Sau hòa bình lập lại (1954); ông lần lượt công tác ở các cơ quan văn nghệ, Nhà xuất bản Văn học, báo Văn nghệ,Trường bồi dưỡng những người viết văn trẻ, Hội Văn nghệ Hà Nội và Nhà xuất bản Tác phẩm mới. Sau khi nghỉ hưu, ông sống thanh thản, hào phóng tại căn nhà nhỏ số 6 Hạ Hồi, vui tuổi già bên chim muông, cây cảnh, cổ vật, chiêm nghiệm sự đời và chứng kiến những thành tựu của lớp nhân tài mới - các con ông - nghệ sĩ Thành Chương, Nguyễn Thị Hiền...     Suốt cả một đời văn, Kim Lân chuyên viết truyện ngắn về làng quê Việt Nam - mảng sống từ lâu ông hiểu biết khá kỹ lưỡng. Sau này vẫn viết về nông thôn, ông đề cập đến sự đổi mới mặt tình cảm của người nông dân trong cách mạng và kháng chiến; sự đổi đời của họ trong cải cách ruộng đất; những hoạt động phục vụ cách mạng tuy thầm lặng, bình thường nhưng thật đáng quý trọng: ông còn là tác giả của nhiều tác phẩm viết cho thiếu nhi mà người lớn đọc cũng thích thú, say mê. Ngoài viết văn, ông tham gia đóng một số phim, chỉ ít phút xuất hiện, nhưng gây ấn tượng mạnh",https://product.hstatic.net/200000845405/product/8936067597271_69fa777d39824709b03b5129550c43bf_master.jpg,https://www.vinabook.com/products/tuyen-tap-kim-lan
