Title,Author,Price,Language,Publish Year,Publisher,Weight,Description,Image URL,Detail URL
Bức Họa Dorian Gray,Oscar Wilde,"96,000₫",Tiếng Việt,2023,Văn Học,460,"Bức Họa Dorian Gray""Bức họa Dorian Gray"" là cuốn tiểu thuyết đầu tay và duy nhất trong sự nghiệp sáng tác của Oscar Wilde. Lấy bối cảnh nước Anh thời Victoria, Oscar Wilde đã kể lại câu chuyện cuộc đời chàng trai trẻ Dorian Gray, trong mối quan hệ với hoạ sĩ Basil Hallward và Huân tước Henry Woton; rồi từ đó mượn câu chuyện bức hoạ Dorian ma quái để gửi gắm triết lý nghệ thuật của riêng mình. Tại đây, ông phô bày các cuộc đối thoại về cái đẹp, sự sáng tạo, phê bình nghệ thuật,về người nghệ sĩ và nhà phê bình. Mỗi nhân vật chính của truyện lại thể hiện một khía cạnh trong con người Oscar Wilde theo thời gian, đúng như ông từng thổ lộ: “Basil Hallward là người mà tôi nghĩ là tôi, Huân tước Henry là người mà thế giới nghĩ về tôi, còn Dorian là người mà tôi muốn trở thành, trong những thời đại khác nhau, có lẽ vậy.”",https://product.hstatic.net/200000845405/product/2023_05_26_11_44_14_1-390x510_b5289256476a432db860211b24e69359_master.jpg,https://www.vinabook.com/products/buc-hoa-dorian-gray
Nghệ Thuật Và Thợ Thủ Công,Oscar Wilde,"88,000₫",Tiếng Việt,2023,Văn Học,460,"Nghệ Thuật Và Thợ Thủ CôngWilde cho rằng, người có thẩm mỹ là người yêu các nghệ sĩ và hiểu nghệ thuật của họ. Người Athen thì không thỏa mãn cả hai yếu tố ấy. Đây là một sự thật là lùng mà Wilde đem đến cho người đọc, nhưng nó lại có lý.Đây chính là điểm đặc biệt của tập tiểu luận “Nghệ thuật và thợ thủ công”. Nó cung cấp cho người đọc những niềm tin đang hiện hữu trong công chúng, lật ngược lại các niềm tin đó, để người đọc nhận ra được bản chất của vấn đề.Khi nhận ra rồi, độc giả có thể đồng ý hoặc không đồng ý với ý kiến của người viết. Và vì thế, nó kích thích mỗi chúng ta đọc và tư duy, không chỉ trong nghệ thuật, mà còn trong cuộc đời.Book Hunter đã chọn lựa 4 tiểu luận và bài giảng của Oscar Wilde để dịch và nhóm lại thành tập sách lấy tựa đề “Nghệ thuật và thợ thủ công”. Cả 4 tiểu luận này đều là những suy tư của Oscar Wilde về sự kiến tạo tinh thần trong thời đại mà ông sống: Châu Âu thế kỷ 19 dưới thời đại trị vì của nữa hoàng Victoria.Oscar Wilde bàn về cách nghệ thuật cần phải hướng tới các giá trị thẩm mỹ ra sao, người nghệ sĩ cần giữ thái độ độc lập và chuẩn mực sáng tác như thế nào, chúng ta cần phải hướng tới tự do cá nhân như một lẽ sống không thể chối bỏ.Con đường kiến tạo của ông đi ngược lại xu hướng thế kỷ 19 ở Anh quốc nói riêng và châu Âu nói chung, khi mà cuộc Cách mạng công nghiệp lúc bấy giờ đã gây ra một thảm trạng về cảnh quan và môi trường sống. Ô nhiễm môi trường, những sản phẩm hàng loạt chất lượng kém, lối “trưởng giả học làm sang” của các trọc phú mới nổi, những công trình kiến trúc và nghệ thuật thô kệch, những sáng tác văn chương được viết vội vã và cố gắng hạ thấp độ tinh vi để phù hợp với đại đa số quần chúng đọc báo chí…***Oscar Wilde (1854 – 1900) là một nhà văn nổi tiếng của Ireland. Ông ra đời tại Dublin, Ireland, ngày 16 tháng 10 năm 1854 và mất tại Paris vì viêm não, ngày 30 tháng 11 năm 1900.Đọc các tiểu luận của Oscar Wilde ta sẽ thấy rằng ông không phải chỉ là một nhà văn đỏm dáng và hài hước, ông ở một tầm cỡ lớn hơn thế!Nếu George Orwell đã biến văn chương chính trị thành nghệ thuật thì Oscar Wilde là trường hợp hiếm hoi trong số các nhà văn duy mỹ đã chỉ rõ được vai trò chính trị của cái đẹp và nghệ thuật.Cái đẹp và nghệ thuật không phải chỉ là những đóa hoa tô điểm cho cuộc sống mà hơn cả thế, đó là môi trường để những tâm hồn cao thượng và tự do có thể tồn tại và phát triển.Hơn ai hết, Oscar Wilde rất ý thức và nỗ lực để kiến tạo một môi trường như vậy, và ông thuyết giảng không ít về thông điệp ấy với những người làm nghệ thuật.",https://product.hstatic.net/200000845405/product/cvr---nghe-thuat-va-tho-thu-cong_1_e5ed1f713d8f4557aac2b10ffac453da_master.jpg,https://www.vinabook.com/products/nghe-thuat-va-tho-thu-cong
Rumi Tinh Tuyệt,Oscar Wilde,"360,000₫",Tiếng Việt,2023,Văn Học,460,"Rumi Tinh Tuyệt - Bìa CứngJalal-ud-din Rumi (1207-1273) là nhà thần bí đồng thời là nhà thơ vĩ đại nhất của thế giới Islam cổ đại. Ông là nhà thần bí quan trọng trong trường phái bí giáo Islam có tên là Sufi – trường phái tâm linh đạt được chứng nghiệm về Thượng Đế và toàn thể thông qua nhảy múa, âm nhạc và thơ ca. Rumi xuất hiện vào cuối Kỷ nguyên vàng Islam, kỷ nguyên của đỉnh cao văn hóa và khoa học tại Trung Đông. Ông thừa hưởng tinh thần tự do của rất nhiều các học giả đi trước đã ca tụng, kết hợp với tính thơ ca thiêng liêng trong kinh Koran. Do đó, các vần thơ của ông vừa đẹp đẽ lại vừa hướng thượng, vừa đắm đuối say mê lại vừa siêu thoát tựa loài phượng hoàng, vừa khoái lạc ở cõi trần tục lại vừa bay bổng ở cõi thiêng.Thơ Rumi được ghi chép lại rất nhiều và mỗi người ghi chép và dịch sang tiếng Anh lại tiếp cận đến một phần trong lời chỉ dẫn của ông. Coleman Barks tập hợp thơ Rumi và chia thành 27 chủ đề khác nhau. Tại sao lại là 27, đó dường như là một bí ẩn để giải mã. Coleman Barks úp mở về con số này, và cũng khẳng định rằng sự sắp xếp của ông “là để làm lú lẫn các học giả muốn phân tách thơ Rumi thành các chuyên mục đang được chấp nhận hiện nay”. Nhưng ở đây, tôi sẽ không giải mã con số 27. Chẳng tội gì sa đà vào giải mã một cái bẫy mà tác giả giăng ra để những kẻ thích giải mã rơi vào. Thay vì đó, tôi sẽ cố phân loại những ấn tượng của bản thân khi đọc “Rumi tinh tuyêt” và cố mô tả sự tuôn chảy, sự bùng cháy của tôi khi đọc tuyệt phẩm này. Đây vốn là một hành vi khá nghịch lý, bởi vì khi tôi ngồi viết những dòng này thì sự bùng cháy và sự tuôn chảy ấy đã qua rồi.",https://product.hstatic.net/200000845405/product/2023_05_09_16_29_56_1-390x510_11e8a3fcf6f140689dd6b17cbd0c57e6_master.jpg,https://www.vinabook.com/products/rumi-tinh-tuyet
Hành Trình Trở Thành Nhà Thám Hiểm Của Chàng Lính Đánh Thuê Bần Hàn (Tập 4),Oscar Wilde,"111,200₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/bia-min_55c65f2b65574fd4b87fa0f988ad82e9_master.png,https://www.vinabook.com/products/hanh-trinh-tro-thanh-nha-tham-hiem-cua-chang-linh-danh-thue-ban-han-tap-4
"UNNAMED MEMORY – Hồi Ức Không Tên - Tập 4: Một Lần Nữa, Từ Trang Giấy Trắng (Bản Phổ Thông)",Oscar Wilde,"135,200₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/bia_hoi_uc_khong_ten_-_tap_4_f239167305514e2188406ebf2fec0d9f_master.jpg,https://www.vinabook.com/products/unnamed-memory-hoi-uc-khong-ten-tap-4-mot-lan-nua-tu-trang-giay-trang-ban-dac-biet
"UNNAMED MEMORY – Hồi Ức Không Tên - Tập 4: Một Lần Nữa, Từ Trang Giấy Trắng (Bản Đặc Biệt)",Oscar Wilde,"170,100₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/bia_hoi_uc_khong_ten_-_tap_4_99d3bd47ba794f5997b4e5c4afc27dcb_master.jpg,https://www.vinabook.com/products/unnamed-memory-hoi-uc-khong-ten-tap-4-mot-lan-nua-tu-trang-giay-trang
Nữ Hoàng Bóng Đêm,Oscar Wilde,"119,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/d.u547.d20161026.t135230.624580_324040b133c24b6cbc470d9f6ea6f4f4_large_feacb8989e1c43adab209a8175d8e2ea_master.jpg,https://www.vinabook.com/products/nu-hoang-bong-dem
Harry Potter Và Đứa Trẻ Bị Nguyền Rủa: Phần Một Và Hai,Oscar Wilde,"150,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/2023_02_03_16_33_31_1-390x510_64bf26d933744ecfb0fc8f8f0f17b0f9_master.jpg,https://www.vinabook.com/products/harry-potter-va-dua-tre-bi-nguyen-rua-phan-mot-va-hai
Làm Sao Để Trở Nên Thú Vị,Oscar Wilde,"49,500₫",Tiếng Việt,2023,Văn Học,460,,https://product.hstatic.net/200000845405/product/image_113789_22039e83a9e94bbba48c4e9fc77a4d23_master.jpg,https://www.vinabook.com/products/lam-sao-de-tro-nen-thu-vi
Tự Sát Tinh Thần,Oscar Wilde,"159,200₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/bia_1_tu_sat_tinh_than_6e937e04914f48a5a8b9f81c34c00cbd_master.png,https://www.vinabook.com/products/tu-sat-tinh-than
Không Yêu Không Vui,Oscar Wilde,"167,200₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/b1_964f6a16b6544af0ac5236429f79db7e_master.png,https://www.vinabook.com/products/khong-yeu-khong-vui
Cùng Cha Tới Auschwits,Oscar Wilde,"180,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/bia_1_9ae046a49b9f4ccebadfac97dbb2c210_master.png,https://www.vinabook.com/products/cung-cha-toi-auschwits
